,Libelle1,voie,CP,Ville,surface,lat,long
478,Bibliotheque Municipale,place Jean Viard,73130,Saint-Etienne-de-Cuines,60.0,45.344591,6.28119
479,Bibliotheque Du Guiers,22 rue PIERRE DESCOTES,73240,Saint-Genix-sur-Guiers,130.0,45.59975,5.633154
481,Bibliotheque Municipale,3 Place des ecoles,73460,SAINTE HELENE SUR ISERE,65.0,45.612864,6.318474
482,Bibliotheque Municipale,20 route de la mairie,73130,Sainte-Marie-de-Cuines,55.0,45.338844,6.30195
483,Bibliotheque Municipale,2 Rue les jardins de la cure,73140,Saint-Martin-de-la-Porte,64.0,45.239871,6.447582
485,Association Bibliotheque,le replat,73670,Saint-Pierre-d'Entremont,82.0,45.417097,5.851048
486,Bibliotheque municipale de Saint-Pierre-de-Soucy,51 ROUTE DE BERTRAND,73800,SAINT PIERRE DE SOUCY,50.0,45.490822,6.107564
487,Bibiotheque Municipale,199 CHEMIN DU CROZATTET,73460,Saint-Vital,56.0,45.626565,6.298862
490,Bibliotheque Municipale,226 Chemin de Mas Partout,73230,VEREL- PRAGONDRAN,60.0,45.610743,5.943553
491,Bibliotheque Municipale,Chemin De Sonnaz,73420,Voglans,173.0,45.630024,5.898585
492,Bibliotheque Municipale,35 Route d'Arenthon,74800,Amancy,170.0,46.07465,6.328558
499,Bibliotheque Municipale,111 Route de Bonneville,74800,Arenthon,154.0,46.105207,6.334081
500,Bibliotheque Municipale,Rue Colle Umberto,74330,La Balme-de-Sillingy,122.0,45.960589,6.039315
501,Bibliotheque Municipale,46 Avenue du Leman,74890,Bons-en-Chablais,325.0,46.265012,6.371307
502,Bibliotheque La Joie de Lire,141 Route de Morzier,74890,Brenthonne,100.0,46.272295,6.39539
504,Bibliotheque Municipale,15 Place de la Mairie,74300,Chatillon-sur-Cluses,80.0,46.087398,6.583161
505,Bibliotheque municipale,1 Rue Francois Antoine Curtet,74270,Chaumont,27.0,46.035379,5.958953
506,Bibliotheque au pre de mon livre,57 route du Cret d'Esty,74650,Chavanod,82.0,45.883912,6.052344
507,Bibliotheque Municipale De Clermont Et Droisy,13 Place de la Mairie,74270,Clermont en Genevois,120.0,45.972146,5.907114
508,Bibliotheque Municipale Paul Tapponnier,327 RUE VERDI,74160,Collonges-sous-Saleve,111.0,46.141355,6.147127
509,Bibliotheque Municipale Mot a Mot,78 Chemin des Ecoles,74170,Les Contamines-Montjoie,142.0,45.824473,6.728655
510,Bibliotheque Lire A Cornier,18 Rue de la Vignettaz,74800,CORNIER,100.0,46.092675,6.299698
511,Bibliotheque de La Cote-d''Arbroz,83 Route du Contat,74110,La Cote-d'Arbroz,60.0,46.188248,6.667878
512,Bibliotheque Municipale De Desingy,1 Place Saint Laurent,74270,Desingy,38.0,45.995499,5.890556
513,Bibliotheque Des livres et vous,512 Route de Saint Jean,74130,Faucigny,50.0,46.123269,6.366837
514,Mediatheque de Faverges,29 RUE SIMON TISSOT-DUPONT,74210,Faverges-Seythenex,413.0,45.745642,6.295212
515,Bibliotheque Municipale,12 Route d'Annecy,74150,Hauteville-sur-Fier,70.0,45.905693,5.983941
516,Bibliotheque Municipale,1 Grande Rue,74140,Loisin,70.0,46.288169,6.309505
518,Bibliotheque Municipale,112 RUE DES BERGES,74460,Marnaz,190.0,46.059944,6.531199
519,BIBLIOTHEQUE MUNICIPALE,1722 ROUTE DU SALEVE,74560,Monnetier-Mornex,150.0,46.161062,6.227951
520,Bibliotheque,219 Rue de la Mairie,74300,Nancy-sur-Cluses,60.0,46.042475,6.580685
521,Bibliotheque,10 Chemin Neuf,74160,Neydens,35.0,46.120767,6.103946
523,Bibliotheque Hal'pages,21 route du Col du Feu,74550,Orcier,60.0,46.312685,6.490966
524,Bibliotheque Municipale,55 chemin des ecoles,74930,Pers-Jussy,50.0,46.11092,6.265653
525,Mediatheque de Reignier-Esery,235 Rue du College,74930,Reignier-Esery,525.0,46.135969,6.266457
526,Bibliotheque Le Balcon,240 rue des Ecoles,74140,Saint-Cergues,492.0,46.235021,6.322677
527,Bibliotheque Municipale,450 AVENUE DU MONT D'ARBOIS,74170,Saint-Gervais-les-Bains,400.0,45.891949,6.713154
528,Bibliotheque Municipale,1748 route des grandes alpes,74430,Saint-Jean-d'Aulps,30.0,46.234759,6.655532
529,Bibliotheque municipale,132 ALLEE DES ENFANTS,74410,SAINT-JORIOZ,256.0,45.83495,6.149111
530,Bibliotheque Gavot,701 Route du College,74500,Saint-Paul-en-Chablais,144.0,46.367499,6.60983
532,Bibliotheque M.J.C.,105 AVENUE DES THEZIERES,74440,Taninges,170.0,46.106533,6.591111
533,Bibliotheque - Les Ollieres,2 Place de l'Eglise,74370,Filliere,54.0,45.978772,6.181278
534,Bibliotheque de Vallorcine,CHEF-LIEU,74660,VALLORCINE,140.0,46.019422,6.920348
535,Mediatheque Municipale,170 ROUTE DU CHABLAIS,74140,Veigy-Foncenex,290.0,46.271072,6.25789
536,Bibliotheque Municipale,45 Impasse des Marronniers,74230,Les Villards-sur-Thones,40.0,45.907443,6.365447
552,Bibliotheque Municipale Les Authieux Port St Ouen,50 rue du Clos Mouchel,76520,Les Authieux-sur-le-Port-Saint-Ouen,110.0,49.341559,1.133834
553,Bibliotheque de Avremesnil,10 rue Croix Lorgerie,76730,Avremesnil,40.0,49.850177,0.926772
554,Bibliotheque Municipale,PLACE DE LA MAIRIE,76116,Blainville-Crevon,165.0,49.5035,1.299875
555,Bibliotheque Associative La Joie De Lire,route de tendos,76710,Bosc-Guerard-Saint-Adrien,57.0,49.543415,1.114932
556,Bibliotheque municipale,82 route du Bos-Mallard,76220,Bremontier-Merval,24.0,49.506108,1.610005
557,Bibliotheque associative,Route des Forges - La Chataigneraie,76116,Catenay,35.0,49.511887,1.318757
558,Bibliotheque Municipale,Place du general de Gaulle,76910,Criel-sur-Mer,140.0,50.017527,1.317594
559,Mediatheque Municipale La Navette,5 RUE MICHELET,76500,ELBEUF SUR SEINE,2066.0,49.286115,1.005867
560,Bibliotheque,RUE DES BLEUETS,76710,Eslettes,55.0,49.546603,1.054722
562,Bibliotheque De Fresne Le Plan,Rue du val ramier,76520,Fresne-le-Plan,45.0,49.414662,1.30654
563,Mediatheque Municipale,RUE PIERRE GLENISSON,76700,Gonfreville-l'Orcher,986.0,49.504857,0.228509
567,Bibliotheque Armand Salacrou,17 rue Jules Lecesne,76600,Le Havre,4522.0,49.493956,0.111625
572,Bibliotheque municipale,80 rue grand'rue,76570,Limesy,65.0,49.613354,0.925431
573,Bibliotheque Municipale,47 RUE DU GENERAL DE GAULLE,76810,Luneray,276.0,49.825759,0.912084
575,Jean Boccace,PARC DE SI LA MAINE Jean BOCCACE,76150,Maromme,1475.0,49.482191,1.046245
582,Bibliotheque Municipale,13 RUE DE LA POSTE,76450,Ourville-en-Caux,80.0,49.729707,0.603262
584,Point Lecture,90 rue de la Mairie,76560,Robertot,72.0,49.717801,0.696744
585,Bibliotheque Patrimoniale Villon,3 RUE JACQUES-VILLON,76000,ROUEN,4484.0,49.445299,1.093596
588,Bibliotheque Municipale,Place de la Mairie,76520,Saint-Aubin-Celloville,20.0,49.365246,1.156622
590,Mediatheque,11 Espace DES FOUDRIOTS,76410,Saint-Aubin-les-Elbeuf,1000.0,49.302856,1.013219
591,Bibliotheque Municipale,route de la vallee,76700,Saint-Laurent-de-Brevedent,79.0,49.532288,0.257299
592,Bibliotheque Inter Caux,Place Jacques Loutrel,76560,Saint-Laurent-en-Caux,50.0,49.750812,0.877802
595,Bibliotheque municipale,158 rue Gustave Flaubert,76890,Saint-Ouen-du-Breuil,45.0,49.63728,1.009894
596,Bibliotheque Municipale,Route des deux eglises,76110,Saint-Sauveur-d'emalleville,54.0,49.609737,0.303283
597,Bibliotheque Municipale,52 Grande Rue,76540,Sassetot-le-Mauconduit,70.0,49.802847,0.529673
598,Bibliotheque Municipale,Rue Marguerite Rolle,76119,VARENGEVILLE SUR MER,60.0,49.907888,0.991994
599,Bibliotheque arthur Le Ber,54 rue de l'Epicerie,76760,Vibeuf,45.0,49.693076,0.903466
600,Mairie De La Vieux Rue (Bibliotheque),Place de l'Eglise,76160,La Vieux-Rue,50.0,49.490177,1.248707
601,Mediatheque Municipale,43 rue Rigaudin,77410,Annet-sur-Marne,240.0,48.926016,2.715665
602,Arville,5 rue de l'Ecole,77890,Arville,40.0,48.188244,2.548034
603,Bibliotheque Municipale,11 AVENUE GALLIENI,77590,Bois-le-Roi,100.0,48.474728,2.691469
605,Bibliotheque,5 RUE BEAUREGARD,77171,Chalautre-la-Grande,35.0,48.541777,3.459642
607,Bibliotheque Municipale,11 RUE GRANDE,77126,CHATENAY-SUR-SEINE,40.0,48.419878,3.097272
614,Association Abc-Bibliotheque Jules Gailly,0 RUE DU GAL DE GAULLE,77840,CROUY SUR OURCQ,90.0,49.090745,3.073176
616,Bibliotheque Municipale,39 rue des fosses,77620,egreville,100.0,48.177292,2.868382
617,Bibliotheque Municipale,7 Allee du C,77166,Evry-Gregy-sur-Yerre,45.0,48.650583,2.639446
618,Bibliotheque Municipale,15 Rue Royale,77300,Fontainebleau,825.0,48.402837,2.694923
619,Bibliotheque De Fontains,2 rue de la Grelotterie,77370,Fontains,20.0,48.526947,3.002014
620,Bibliotheque De Fontenailles,63 rue Maurice Wanlin,77370,Fontenailles,27.0,48.555605,2.953702
621,BouquinStop,84 avenue de Verdun,77610,Fontenay-Tresigny,200.0,48.704506,2.880374
624,Bibliotheque Municipale de Gretz-Armainvilliers,17 rue du docteur Hutinel,77220,Gretz-Armainvilliers,90.0,48.740435,2.735581
625,Bibliotheque Municipale de Jouy Le Chatel,1 RUE DE PROVINS,77970,Jouy-le-Chatel,64.0,48.664623,3.128882
626,Mediatheque De Larchant,1 rue de la cave de Chatenoy,77760,Larchant,75.0,48.282137,2.598563
627,MEDIATHEQUE LUXEMBOURG,2 RUE CORNILLON,77100,MEAUX,3990.0,48.954751,2.879093
628,Mediatheque Municipale Georges Brassens,16 AVENUE JEAN JAURES,77291,Mitry-Mory,1244.0,48.9779450158,2.61244465751
629,Mediatheque Alain Peyrefitte,3 rue Andre Thomas,77130,Montereau-Fault-Yonne,1790.0,48.396155,2.954519
630,Mediatheque intercommunale Lire a Montevrain,27 Boulevard Charles de Gaulle,77144,Montevrain,3157.0,48.877979,2.749113
631,Mediatheque,2 Rue Aristide Briand,77450,MONTRY,140.0,48.887253,2.827106
633,Bibliotheque Municipale,5 RUE BENJAMIN BRUNET,77100,Nanteuil-les-Meaux,195.0,48.927927,2.896395
636,Bibliotheque de Pommeuse Croc'Livres,9 rue de Par,77515,Pommeuse,120.0,48.816606,2.989342
640,Bibliotheque Municipale,rue de Corbeil,77111,Soignolles-en-Brie,106.0,48.653406,2.697822
641,Bibliotheque Jeff Lariviere,19 Rue de la Mairie,77650,Soisy-Bouy,20.0,48.509941,3.290174
642,Bibliotheque Municipale,52 Rue de Flagy,77940,THOURY-FERROTTES,45.0,48.291844,2.943416
644,Mediatheque Municipale,Place Pietrasanta,77270,VILLEPARISIS,1160.0,48.942151,2.614465
645,Bibliotheque Municipale,8 rue des ecoles,77950,VOISENON,30.0,48.571211,2.664835
646,Mediatheque Emile Zola,8 RUE DE LA MAIRIE,78660,Ablis,150.0,48.517277,1.832916
647,Bibliotheque Municipale des Alluets Le Roi,rue de Crespieres,78580,Les Alluets-le-Roi,75.0,48.911747,1.919035
650,Bibliotheque de Boissy Sans Avoir,RUE MONTBUZY,78490,Boissy-sans-Avoir,80.0,48.820422,1.795796
651,Bibliotheque Municipale,45 RUE GEORGES HERREWYN,78270,Bonnieres-sur-Seine,284.0,49.03765,1.581219
652,Bibliotheque Municipale Emile Richebourg,29 RUE DU GENERAL LECLERC,78380,Bougival,205.0,48.86551,2.138928
654,Bibliotheque Municipale,149 Rue de Gue,78830,Bullion,45.0,48.607664,1.994515
659,Bibliotheque Municipale,Place du General De Gaulle,78460,Chevreuse,295.0,48.708169,2.038728
660,Bibliotheque Municipale,19 rue Bernard Deniau,78810,Feucherolles,170.0,48.875693,1.976945
662,L'Embellie,16 Rue Pasteu,78930,Guerville,170.0,48.94447,1.734531
664,Mediatheque Municipale,1 RUE SAINTE ANNE,78760,Jouars-Pontchartrain,523.0,48.801626,1.900179
667,Bibliotheque Municipale,24 rue Quincampoix,78580,Maule,121.0,48.908957,1.849122
668,Bibliotheque Municipale,sente des sente des SENTE DES CARREAUX,78780,Maurecourt,356.0,49.000032,2.064126
669,Bibliotheque Multimedia Domaine Berson,18/20 rue de Bea,78250,Meulan,150.0,49.007451,1.90708
673,Bibliotheque Andre-Malraux,25 AVENUE MARECHAL-LYAUTEY,78300,POISSY,115.0,48.921228,2.02801
674,Mediatheque municipale,3 Rue d'Orphin,78660,Prunay-en-Yvelines,110.0,48.528023,1.794746
680,Bibliotheque municipale d'Azay-Sur-Thouet,11 Rue de la Girardiere,79130,AZAY-SUR-THOUET,36.0,46.623616,-0.3517
684,Bibliotheque De Bretignolles,16 Rue St Pie La bouquinerie,79140,Bretignolles,83.0,46.8727956003,-0.594560629836
685,Bibliotheque De Breuil-Chaussee,2 Place de la Mairie,79300,BREUIL-CHAUSSeE,30.0,46.839715,-0.553683
686,Commune De Brie,2 RUE DROUYN,79100,PLAINE-ET-VALLEES,40.0,46.920004,-0.040874
687,Bibliotheque municipale,7 RUE DE L'ANCIENNE MAIRIE,79370,Celles-sur-Belle,107.0,46.261854,-0.211214
688,Bibliotheque Municipale,30 Grand'Rue,79220,Champdeniers-Saint-Denis,100.0,46.483484,-0.405956
696,Bibliotheque Municipale,17 rue  de Parthenay,79160,Fenioux,60.0,46.542259,-0.494516
698,Bibliotheque Municipale de Fors,35 RUE DES ECOLES,79230,Fors,72.0,46.232756,-0.410077
700,Bibliotheque De Louzy,6 rue de la Mairie,79100,Louzy,18.0,47.01163,-0.186206
702,Mediatheque Municipale,2 Place Aristide Briand,79500,Melle,631.0,46.222786,-0.143223
703,Bibliotheque De Melleran,10 route de C,79190,Melleran,45.0,46.122219,0.021473
704,Bibliotheque De Menigoute,1 rue de St Maixent,79340,Menigoute,54.0,46.49592,-0.058974
709,Bibliotheque De Noirlieu,rue de la Mart Noirlieu,79300,Bressuire,21.0,46.92091,-0.430126
712,Bibliotheque De La Peyratte,16 bis Grand Rue,79200,La Peyratte,170.0,46.673826,-0.1497
714,Bibliotheque Municipale,8 rue Saint-Martin,79230,Prahecq,164.0,46.257269,-0.344123
715,Bibliotheque De Saint-Aubin-Du-Plain,2 rue du commerce,79300,Saint-Aubin-du-Plain,10.0,46.924871,-0.476461
717,Bibliotheque De Saint-Paul-En-Gatine,rue du Bourg,79240,Saint-Paul-en-Gatine,5.0,46.633127,-0.61681
719,Bibliotheque De Saurais,3 rue des marronniers,79200,Saurais,60.0,46.618909,-0.145054
720,Bibliotheque Municipale,28 PLACE DE L'HOTEL DE VILLE,79390,Thenezay,142.0,46.719293,-0.026115
721,Bibliotheque De Vallans,rue Saint Louis,79270,Vallans,42.0,46.21448,-0.552318
722,Bibliotheque Municipale,Espace Agora,79340,Vasles,130.0,46.57512,-0.024742
725,Bibliotheque Relais dArgoeuves,rue d'Amiens,80470,Argoeuves,75.0,49.929346,2.225646
726,Bibliotheque Municipale,17 AVENUE DU GENERAL LECLERC,80460,Ault,396.0,50.100339,1.450492
727,Bibliotheque de Beauchamps,2 ter rue de la mairie,80770,Beauchamps,70.0,50.017161,1.510068
729,Bibliotheque De Bougainville,9 rue du general leclerc,80540,Bougainville,14.0,49.871569,2.043084
730,Bibliotheque Bourdon,5 Place Gaston Breant,80310,Bourdon,80.0,49.988064,2.075815
731,Bibliotheque De Bouvaincourt-Sur-Bresle,114 rue de la Republique,80220,Bouvaincourt-sur-Bresle,124.0,50.03111,1.487973
735,Bibliotheque De Folleville,2 rue St Vincent,80250,Folleville,30.0,49.676447,2.363193
736,Bibliotheque De Fressenneville,25 rue Jean Jaures,80390,Fressenneville,48.0,50.067291,1.57387
738,MEDIATHEQUE DE L'EST DE LA SOMME,Voie Communale du Canal,80400,HAM,929.0,49.742823,3.069919
739,Bcd d'Hamelet Vaux sur Somme Vaire sous Corbie Le Hamel,41 rue Francois Deroussen,80800,Hamelet,50.0,49.906131,2.529365
740,Bibliotheque d'Havernas,1 rue de la Bassee,80670,Havernas,30.0,50.036093,2.236268
741,Bibliotheque De Lancheres,154 rue de l'Abbe Ducrocq,80230,Lancheres,16.0,50.157738,1.553304
742,bibliotheque de longpre,grande rue,80510,longpre les corps saints,0.0,50.011152,1.993651
743,Bibliotheque de Lucheux,4 rue J.B. Delecloy,80600,Lucheux,60.0,50.197292,2.412265
744,Bibliotheque De Mareuil-Caubert,40 Grande Rue,80132,Mareuil-Caubert,110.0,50.06821,1.83061
745,Mediatheque Municipale,4 RUE PAUL DOUMER,80350,Mers-les-Bains,500.0,50.066652,1.384482
746,Bibliotheque Municipale De Monsures,rue de la Belle Croix,80160,Monsures,60.0,49.70954,2.168853
747,Bibliotheque De Nibas,32 route de N SAUCOURT,80390,NIBAS,60.0,50.097585,1.590515
748,Mediatheque communautaire d'Oresmaux,rue Mamou,80160,Oresmaux,90.0,49.766828,2.271008
749,Bibliotheque De Oust-Marest,37 route de Paris,80460,Oust-Marest,40.0,50.040924,1.464361
751,Bibliotheque De Picquigny,71 rue Jean-Jacques Rousseau,80310,Picquigny,110.0,49.942782,2.147623
752,Bibliotheque de Ribemont sur Ancre,27 rue Roger Leger,80800,Ribemont Sur Ancre,37.0,49.958522,2.563919
754,Bibliotheque Municipale,Rue Leopold Louchard,80970,Sailly-Flibeaucourt,108.0,50.185642,1.778364
756,Bibliotheque De Saint-Quentin-La-Motte-Croix-Au-Bailly,40 rue Andre Delignieres,80880,Saint-Quentin-la-Motte-Croix-au-Bailly,130.0,50.073264,1.452102
758,Bibliotheque Departementale Annexe De La Somme,Place de l,80135,Saint-Riquier,388.0,50.13385,1.94707
760,Mediatheque le Ronde des Livres,Rue Jean Catelas,80470,Saint-Sauveur,70.0,49.93809,2.212294
761,Mediatheque De Vignacourt Jean-Michel Uri,84 RUE LEON THUILLIER,80650,Vignacourt,340.0,50.011778,2.198065
762,BIBLIOTHEQUE DE VILLERS BOCAGE,5 RUE DU 14 JUILLET,80260,VILLERS BOCAGE,175.0,49.996221,2.320385
764,Mediatheque Municipale,Avenue du Grand Pont,81200,Aussillon,669.0,43.504828,2.363244
765,Mediatheque municipale Charles Portal,Rue du Commerce,81140,Castelnau-de-Montmiral,143.0,43.965548,1.82058
766,Bibliotheque municipale,Place Rene Cassin,81450,LE GARRIC,105.0,44.0037171687,2.17389452679
767,Mediatheque,1 RUE JOUXAYGUES,81500,Lavaur,1050.0,43.698318,1.820763
768,Mediatheque  de Lescure,ROUTE DE SAINT-MICHEL,81380,Lescure d'Albigeois,189.0,43.949571,2.171266
769,Bibliotheque,2 grande rue,81630,Montgaillard,56.0,43.910084,1.594739
771,Bibliotheque Atout-Lire,1 rue Charles d'Aragon,81990,Salies,114.0,43.887941,2.139469
773,Point lecture,5 rue des ecoles,81540,Soreze,75.0,43.455071,2.067653
774,Bibliotheque Municipale,Promenade des moines,82340,Auvillar,101.0,44.068523,0.898786
777,Bibliotheque Municipale,3 PLACE PAUL POINT,82370,Corbarieu,100.0,43.94438,1.368867
780,Bibliotheque Municipale,BOULEVARD LEON CLADEL,82200,Moissac,711.0,44.106556,1.085174
"782,""Memo, Mediatheque de Montauban"",2 rue Jean Carmet,82000,Montauban,3000.0,44.009537,1.377152"
789,Mediatheque Intercommunale De Septfonds,rue Henri Rey,82240,Septfonds,997.0,44.177382,1.617276
791,Point Bibliotheque,Esplanade Esplanade Esplanade Charles de Gaulle,83330,Le Beausset,20.0,43.2069315557,5.82020086096
792,Mediatheque municipale,Route de Brignoles,83149,Bras,82.0,43.464674,5.962639
793,Bibliotheque municipale,103 Rue Paul Landrin,83660,Carnoules,60.0,43.302807,6.190196
794,Mediatheque municipale,Place de la Republique,83320,CARQUEIRANNE,500.0,43.094941,6.074742
795,Mediatheque municipale,355 Rue du Port,83240,Cavalaire-sur-Mer,1245.0,43.170717,6.534599
796,Bibliotheque associative,1 Place de la Liberation,83610,Collobrieres,44.0,43.237586,6.308961
