,Caracteristique_du_site,Adresse,Code_postal,Localite,Latitude,Longitude,Numero_de_telephone
5710,Agence postale communale,4 RUE DES VILLAINES,53220,LARCHAMP,"48,36258099","-0,996804796",3631
5711,Relais poste commerçant,8 RUE DE NORMANDIE,53440,MARCILLE LA VILLE,"48,306888","-0,495865",3631
5712,Bureau de Poste,2 RUE SPICA,53470,MARTIGNE SUR MAYENNE,"48,193485","-0,663486",3631
5713,Relais poste commerçant,1 PLACE DU BUAT,53230,MERAL,"47,960856","-0,980777",3631
5714,Relais poste commerçant,1 RUE DE BRETAGNE,53320,MONTJEAN,"48,005027","-0,962164",3631
5715,Agence postale communale,105 RUE DE NORMANDIE,53250,NEUILLY LE VENDIN,"48,49526483","-0,342122422",3631
5716,Bureau de Poste,33 RUE BOURDAIS,53800,RENAZE,"47,793652","-1,052617",3631
5717,Agence postale communale,1 PLACE DU CENTRE,53640,LE RIBAY,"48,38375022","-0,409033894",3631
5718,Bureau de Poste,6 RUE PIERRE BOISRAME,53390,ST AIGNAN SUR ROE,"47,841377","-1,136894",3631
5719,Agence postale communale,7 RUE DE LA MAIRIE,53150,ST CHRISTOPHE DU LUAT,"48,13236537","-0,462047933",3631
5720,Relais poste commerçant,CARREFOUR RN 12,53100,ST GEORGES BUTTAVENT,"48,310093","-0,69212",3631
5721,Agence postale communale,8 RUE PRINCIPALE,53290,ST LOUP DU DORAT,"47,88994844","-0,41588931",3631
5722,Relais poste commerçant,18  20 RUE D ERNEE,53500,ST PIERRE DES LANDES,"48,27393618","-1,025498515",3631
5723,Relais poste commerçant,7 PLACE JEAN BRUCHET,53800,LA SELLE CRAONNAISE,"47,842817","-1,043733",3631
5724,Agence postale communale,1 PLACE DE LA MAIRIE,53600,VOUTRE,"48,13778842","-0,291928047",3631
5725,Bureau de Poste,94 RUE MAC DONALD,53000,LAVAL,"48,062933","-0,755983",3631
5726,Bureau de Poste,1 RUE DES CLAIRS CHENES,54560,AUDUN LE ROMAN,"49,369009","5,89289",3631
5727,Agence postale communale,1 CHEMIN DES PLANTES,54113,BLENOD LES TOUL,"48,59971761","5,837687693",3631
5728,Bureau de Poste,2 RUE DE VERDUN,54800,CONFLANS EN JARNISY,"49,167095","5,856794",3631
5729,Bureau de Poste,ROUTE NATIONALE,54680,CRUSNES,"49,430357","5,929959",3631
5730,Bureau de Poste,46 RUE CARNOT,54110,DOMBASLE SUR MEURTHE,"48,623434","6,349422",3631
5731,Agence postale communale,17 GRAND RUE,54370,EMBERMENIL,"48,6295614","6,696251209",3631
5732,Agence postale communale,2 PLACE DE LA MAIRIE,54470,ESSEY ET MAIZERAIS,"48,91898263","5,811006723",3631
5733,Bureau de Poste,RUE DU CHAUBOUROT,54630,FLAVIGNY SUR MOSELLE,"48,566353","6,190106",3631
5734,Bureau de Poste,4 RUE PIERRE CURIE,54390,FROUARD,"48,76046","6,129555",3631
5735,Agence postale communale,5 et 6 place de la mairie,54780,GIRAUMONT,"49,171298","5,913774",3631
5736,Bureau de Poste,2 RUE JULES FERRY,54690,LAY ST CHRISTOPHE,"48,748617","6,198824",3631
5737,Bureau de Poste,1 PLACE DU 11 NOVEMBRE 1918,54720,LEXY,"49,499837","5,732372",3631
5738,Bureau de Poste,1 BIS RUE CARNOT,54300,LUNEVILLE,"48,590518","6,495993",3631
5739,Bureau de Poste,12 RUE DU 15 SEPTEMBRE 1944,54320,MAXEVILLE,"48,712091","6,162658",3631
5740,Agence postale communale,87 ROUTE NATIONALE,54960,MERCY LE BAS,"49,3854","5,7551",3631
5741,Bureau de Poste,4 BIS RUE DU GRAND COURONNE,54610,NOMENY,"48,88747309","6,225966225",3631
5742,Bureau de Poste,25 RUE DE SERRE,54530,PAGNY SUR MOSELLE,"48,983594","6,020978",3631
5743,Bureau de Poste,PLACE DU 8 MAI 1945,54650,SAULNES,"49,531706","5,82325",3631
5744,Bureau de Poste,16 RUE DROUAS,54200,TOUL,"48,674972","5,895504",3631
5745,Bureau de Poste,31 RUE MARC RATY,54750,TRIEUX,"49,325124","5,92646",3631
5746,Bureau de Poste,30 RUE CLEMENCEAU,54640,TUCQUEGNIEUX,"49,310867","5,899976",3631
5747,Agence postale communale,40 GRANDE RUE,54480,VAL ET CHATILLON,"48,55920944","6,965517212",3631
5748,Bureau de Poste,53 RUE GABRIEL PERI,54110,VARANGEVILLE,"48,635004","6,317818",3631
5749,Bureau de Poste,53 RUE DES JARDINIERS,54000,NANCY,"48,688098","6,191896",3631
5750,Agence postale communale,40 RUE PASTEUR,54400,LONGWY,"49,5281","5,777",3631
5751,Bureau de Poste,PLACE DU COLONEL DARCHE,54400,LONGWY,"49,522623","5,762762",3631
5752,Bureau de Poste,10 RUE DE VILLERS,54000,NANCY,"48,685491","6,166518",3631
5753,Agence postale communale,32 AVENUE DES ETATS UNIS,54700,PONT A MOUSSON,"48,905959","6,061051",3631
5754,Bureau de Poste,RUE DES TRAITS LA VILLE,54200,TOUL,"48,688587","5,890278",3631
5755,Bureau de Poste,32 BOULEVARD DE LA ROCHELLE,55000,BAR LE DUC,"48,772585","5,162085",3631
5756,Agence postale communale,13 ROUTE DE CLERMONT,55250,BEAUSITE,"48,96925583","5,191221187",3631
5757,Bureau de Poste,43 RUE DU RATTENTOUT,55320,DIEUE SUR MEUSE,"49,070295","5,430969",3631
5758,Agence postale communale,10 RUE DE LONGEVILLE,55000,HAIRONVILLE,"48,686695","5,086158",3631
5759,Agence postale communale,17 ROUTE PRINCIPALE,55700,INOR,"49,545575","5,160404",3631
5760,Agence postale communale,30 RUE DU GENERAL DE GAULLE,55300,LACROIX SUR MEUSE,"48,972268","5,512508",3631
5761,Agence postale communale,8 BIS RUE DES PONTS,55700,LAMOUILLY,"49,5471","5,2338",3631
5762,Agence postale communale,5 PLACE DU GENERAL PERSHING,55270,MONTFAUCON D ARGONNE,"49,27119","5,133125",3631
5763,Agence postale communale,8 GRAND RUE,55500,NANCOIS SUR ORNAIN,"48,71169492","5,299596468",3631
5764,Bureau de Poste,13 RUE DU GENERAL DE GAULLE,55800,REVIGNY SUR ORNAIN,"48,827956","4,986274",3631
5765,Agence postale communale,9 GRAND RUE,55000,SAUDRUPT,"48,70012725","5,067281636",3631
5766,Bureau de Poste,10 RUE DE REDON,56350,ALLAIRE,"47,636395","-2,162805",3631
5767,Agence postale communale,PLACE REQUERIO,56190,AMBON,"47,554126","-2,557096",3631
5768,Agence postale communale,2 PLACE DE L EGLISE,56190,ARZAL,"47,516075","-2,376442",3631
5769,Bureau de Poste,1 PLACE WEILHEIM,56870,BADEN,"47,619426","-2,918688",3631
5770,Agence postale communale,1 RUE DE LA PERRIERE,56190,BILLIERS,"47,53126","-2,488767",3631
5771,Bureau de Poste,16 RUE DE L ETANG,56910,CARENTOIR,"47,81550921","-2,134369618",3631
5772,Bureau de Poste,18 AVENUE DE LA POSTE,56340,CARNAC,"47,580766","-3,07941",3631
5773,Bureau de Poste,11 AVENUE DE LA PRINCESSE,56390,COLPO,"47,818126","-2,810329",3631
5774,Bureau de Poste,3 RUE PAUL IHUEL,56540,LE CROISTY,"48,06439342","-3,362626831",3631
5775,Bureau de Poste,32 RUE D AMBON,56750,DAMGAN,"47,520637","-2,57606",3631
5776,Bureau de Poste,RUE DE LA POSTE,56410,ERDEVEN,"47,640562","-3,158065",3631
5777,Bureau de Poste,16 PLACE STENFORT,56110,GOURIN,"48,138852","-3,607077",3631
5778,Bureau de Poste,PLACE  PEUCHANT,56160,GUEMENE SUR SCORFF,"48,068622","-3,201496",3631
5779,Bureau de Poste,1 PLACE LOUIS LE MONTAGNER,56520,GUIDEL,"47,791521","-3,492944",3631
5780,Bureau de Poste,11 AVENUE GENERAL DE GAULLE,56260,LARMOR PLAGE,"47,705958","-3,385287",3631
5781,Bureau de Poste,PLACE JEAN JAURES,56570,LOCMIQUELIC,"47,72617792","-3,341348805",3631
5782,Bureau de Poste,14 RUE DE LA CROIX D ALAIN,56220,MALANSAC,"47,677695","-2,29556",3631
5783,Agence postale communale,8 RUE DU PRESBYTERE,56320,MESLAN,"47,993957","-3,432384",3631
5784,Agence postale communale,3 RUE DE KERENTRECH,56250,MONTERBLANC,"47,743598","-2,68063",3631
5785,Relais poste commerçant,13 RUE DE LA POSTE,56500,EVELLYS,"47,996948","-2,902593",3631
5786,Agence postale communale,PLACE DE LA MAIRIE,56190,NOYAL MUZILLAC,"47,590564","-2,455723",3631
5787,Relais poste commerçant,2 RUE DE LA ROSAIE,56120,PLEUGRIFFET,"47,98612","-2,68576",3631
5788,Bureau de Poste,PLACE SENECHAL PERRET,56800,PLOERMEL,"47,93355","-2,398935",3631
5789,Bureau de Poste,10 RUE GENERAL DE GAULLE,56330,PLUVIGNER,"47,777697","-3,008672",3631
5790,Bureau de Poste,RUE DU GENERAL DE GAULLE,56620,PONT SCORFF,"47,834991","-3,400078",3631
5791,Bureau de Poste,PLACE PIERRE QUINIO,56530,QUEVEN,"47,789776","-3,420222",3631
5792,Bureau de Poste,PLACE DE LA DUCHESSE ANNE,56170,QUIBERON,"47,4837","-3,1198",3631
5793,Agence postale communale,15 RUE ANNE DE BRETAGNE,56500,RADENAC,"47,961682","-2,713615",3631
5794,Bureau de Poste,PLACE DE LA MAIRIE,56670,RIANTEC,"47,71169522","-3,30988328",3631
5795,Agence postale communale,BOURG ST NOLFF,56250,ST NOLFF,"47,703505","-2,650413",3631
5796,Bureau de Poste,RUE GENERAL DE GAULLE,56510,ST PIERRE QUIBERON,"47,522054","-3,131721",3631
5797,Bureau de Poste,5 RUE DE LA POSTE,56370,SARZEAU,"47,527891","-2,768999",3631
5798,Agence postale communale,13 PLACE DE L EGLISE,56250,SULNIAC,"47,67591","-2,57181",3631
5799,Agence postale communale,BOURG THEHILLAC,56130,THEHILLAC,"47,566665","-2,116543",3631
5800,Agence postale communale,BOURG TREFFLEAN,56250,TREFFLEAN,"47,681167","-2,613442",3631
5801,Agence postale communale,PLACE YVONNE SARCEY,56470,LA TRINITE SUR MER,"47,586518","-3,029798",3631
5802,Relais poste commerçant,2 PLACE DES VENETES,56190,LA TRINITE SURZUR,"47,604363","-2,594677",3631
5803,Bureau de Poste,25 PLACE DE LA REPUBLIQUE,56000,VANNES,"47,655897","-2,760202",3631
5804,Agence postale communale,1 RUE DU GRAND CHENE,56250,LA VRAIE CROIX,"47,68984177","-2,54329128",3631
5805,Bureau de Poste,2 RUE MAURICE THOREZ,56100,LORIENT,"47,7404","-3,39401",3631
5806,Bureau de Poste,3 GRAND RUE,57865,AMANVILLERS,"49,168854","6,047908",3631
5807,Relais poste commerçant,13 RUE DE PONT A MOUSSON,57950,MONTIGNY LES METZ,"49,1051","6,1632",3631
5808,Agence postale communale,1 PLACE DE LA MAIRIE,57690,BAMBIDERSTROFF,"49,10190474","6,593316072",3631
5809,Relais poste commerçant,118 ROUTE DE PLAPPEVILLE,57050,LE BAN ST MARTIN,"49,1224","6,1486",3631
5810,Bureau de Poste,8 RUE STANISLAS,57460,BEHREN LES FORBACH,"49,170571","6,933707",3631
5811,Agence postale communale,1 RUE DE L EGLISE,57310,BOUSSE,"49,27735303","6,19442606",3631
5812,Bureau de Poste,196 RUE PRINCIPALE,57490,CARLING,"49,165248","6,715956",3631
5813,Bureau de Poste,6 PLACE DU MARCHE,57150,CREUTZWALD,"49,20574","6,696757",3631
5814,Bureau de Poste,6 RUE DE BOURGOGNE,57190,FLORANGE,"49,325086","6,123985",3631
5815,Bureau de Poste,57 AVENUE SAINT REMY,57600,FORBACH,"49,187884","6,89991",3631
5816,Agence postale communale,5 RUE DES ECOLES,57410,GROS REDERCHING,"49,067593","7,218268",3631
5817,Bureau de Poste,23 RUE JEAN MOULIN,57700,HAYANGE,"49,330315","6,063464",3631
5818,Agence postale communale,42 RUE PRINCIPALE,57580,HERNY,"48,998742","6,48183672",3631
5819,Bureau de Poste,11 RUE DU LUXEMBOURG,57330,HETTANGE GRANDE,"49,406595","6,154748",3631
5820,Agence postale communale,2 RUE DE LA MOSELLE,57970,ILLANGE,"49,327905","6,179402",3631
5821,Bureau de Poste,2 RUE DU DOCTEUR MARCHAL,57790,LORQUIN,"48,669438","6,996497",3631
5822,Agence postale communale,21 RUE DE LA POSTE,57935,LUTTANGE,"49,27149851","6,312020644",3631
5823,Bureau de Poste,3 RUE ALEXANDRINE,57250,MOYEUVRE GRANDE,"49,250956","6,046498",3631
5824,Agence postale communale,14 RUE DU GENERAL LECLERC,57670,NEBING,"48,904197","6,810367",3631
5825,Agence postale communale,50 RUE DES ECOLES,57700,NEUFCHEF,"49,3132711","6,022683907",3631
5826,Agence postale communale,3 RUE DE NEUVIC SUR L ISLE,57530,PANGE,"49,08472622","6,357761936",3631
5827,Bureau de Poste,48 RUE DE GARGAN,57245,PELTRE,"49,075642","6,227655",3631
5828,Relais poste commerçant,10A RUE DE LA MAIRIE,57410,PETIT REDERCHING,"49,054712","7,305121",3631
5829,Bureau de Poste,1 RUE DE LA GARE,57370,PHALSBOURG,"48,76686","7,256482",3631
5830,Bureau de Poste,AVENUE HECTOR BERLIOZ,57120,ROMBAS,"49,250195","6,097815",3631
5831,Bureau de Poste,2 RUE DU GENERAL DE GAULLE,57500,ST AVOLD,"49,10333","6,708955",3631
5832,Agence postale communale,4 RUE SAINT JEAN,57510,ST JEAN ROHRBACH,"49,026197","6,884526",3631
5833,Agence postale communale,RUE GENERAL DE GAULLE,57560,ST QUIRIN,"48,60993287","7,065609681",3631
5834,Bureau de Poste,2 RUE PORTE DE THIONVILLE,57480,SIERCK LES BAINS,"49,44153","6,354226",3631
5835,Agence postale communale,61 PLACE DE LA CHARENTE,57350,SPICHEREN,"49,190601","6,964429",3631
5836,Agence postale communale,3 RUE DE LAUDREFANG,57385,TETING SUR NIED,"49,05681817","6,66025835",3631
5837,Bureau de Poste,1 RUE DU MARECHAL JOFFRE,57100,THIONVILLE,"49,3553","6,161958",3631
5838,Agence postale communale,5 PLACE DE LA MAIRIE,57300,TREMERY,"49,24667149","6,224459977",3631
5839,Bureau de Poste,8 PLACE DE L HOTEL DE VILLE,57140,WOIPPY,"49,151696","6,151388",3631
5840,Agence postale communale,68 RUE DE LA CARRIERE,57500,ST AVOLD,"49,102995","6,721043",3631
5841,Bureau de Poste,47 RUE VILLARS,57050,METZ,"49,135393","6,164439",3631
5842,Relais poste commerçant,4 RUE DU MOULIN,58310,ARQUIAN,"47,542292","2,986916",3631
5843,Agence postale communale,LE BOURG,58500,BILLY SUR OISY,"47,479693","3,412596",3631
5844,Agence postale communale,4 RUE DU COMMANDANT VICTOR GUERREAU,58420,BRINON SUR BEUVRON,"47,281151","3,490951",3631
5845,Bureau de Poste,PLACE FRANCOIS MITTERRAND,58120,CHATEAU CHINON,"47,064507","3,933162",3631
5846,Agence postale communale,16 GRANDE RUE,58350,CHATEAUNEUF VAL DE BARGIS,"47,2822","3,2258",3631
5847,Agence postale communale,PLACE DE L EGLISE,58420,CHEVANNES CHANGY,"47,28864669","3,450715294",3631
5848,Agence postale communale,LE BOURG,58160,CHEVENON,"46,918799","3,22789",3631
5849,Agence postale communale,LE BOURG,58120,CORANCY,"47,101499","3,947821",3631
5850,Agence postale communale,PLACE DE L EGLISE,58460,CORVOL L ORGUEILLEUX,"47,432","3,405549",3631
5851,Bureau de Poste,ZAC DE BEAUREGARD,58660,COULANGES LES NEVERS,"47,006693","3,17341",3631
5852,Bureau de Poste,LE BOURG,58600,GARCHIZY,"47,046897","3,094565",3631
5853,Bureau de Poste,53 GRANDE RUE,58130,GUERIGNY,"47,085062","3,192966",3631
5854,Agence postale communale,LE BOURG MAIRIE,58370,LAROCHEMILLAY,"46,877096","4,002658",3631
5855,Relais poste commerçant,LE VILLAGE,4200,LES OMERGUES,"44,17213","5,60912",3631
5856,Bureau de Poste,RUE SAINT JACQUES,58140,LORMES,"47,286586","3,818908",3631
5857,Agence postale communale,1 RUE DU BOURG,58240,LUTHENAY UXELOUP,"46,849291","3,259395",3631
5858,Bureau de Poste,10 RUE PAUL VAILLANT COUTURIER,58260,LA MACHINE,"46,88947","3,463898",3631
5859,Bureau de Poste,2 PLACE DE L EGLISE,58180,MARZY,"46,980506","3,092657",3631
5860,Agence postale communale,LE BOURG,58210,MENOU,"47,370594","3,280308",3631
5861,Agence postale communale,LE BOURG,58170,MILLAY,"46,842495","3,999071",3631
5862,Bureau de Poste,AVENUE DE LA GARE,58290,MOULINS ENGILBERT,"46,987473","3,806603",3631
5863,Agence postale communale,75 RUE DE PARIS,58440,MYENNES,"47,448194","2,933467",3631
5864,Agence postale communale,3 ROUTE DE SAINT LEGER,58370,ONLAY,"46,965492","3,896642",3631
5865,Bureau de Poste,AVENUE PIERRE PETIT,58270,ST BENIN D AZY,"46,99965","3,392825",3631
5866,Agence postale communale,4 RUE DE LA MAIRIE,58300,ST HILAIRE FONTAINE,"46,766096","3,626809",3631
5867,Agence postale communale,4 PLACE DE LA MAIRIE,58150,ST LAURENT L ABBAYE,"47,342195","2,991227",3631
5868,Agence postale communale,5 RUE DE LA MAIRIE,58140,ST MARTIN DU PUY,"47,335193","3,868179",3631
5869,Agence postale communale,LE BOURG,58190,TANNAY,"47,36695607","3,590942802",3631
5870,Bureau de Poste,10 PLACE DE LA REPUBLIQUE,58640,VARENNES VAUZELLES,"47,012392","3,146508",3631
5871,Bureau de Poste,RUE DU COLONEL JEANPIERRE,58000,NEVERS,"46,991798","3,133799",3631
5872,Agence postale communale,22 GRAND RUE,59268,ABANCOURT,"50,23506998","3,212651927",3631
5873,Bureau de Poste,15 RUE PATOUX,59580,ANICHE,"50,330966","3,249727",3631
5874,Bureau de Poste,9 RUE GEORGES CLEMENCEAU,59186,ANOR,"49,991007","4,098388",3631
5875,Bureau de Poste,2 PLACE ROGER SALENGRO,59410,ANZIN,"50,370596","3,503181",3631
5876,Bureau de Poste,3 RUE DE LA POSTE,59151,ARLEUX,"50,280942","3,105666",3631
5877,Agence postale communale,7 RUE DE LA FABRIQUE,59269,ARTRES,"50,2937","3,5424",3631
5878,Relais poste commerçant,14 RUE NEUVE,53170,LA BAZOUGE DE CHEMERE,"48,00192","-0,489564",3631
5879,Agence postale communale,2 RUE DE LILLE,59710,AVELIN,"50,537895","3,081142",3631
5880,Bureau de Poste,73 AVENUE DE VERDUN,59100,ROUBAIX,"50,685199","3,200765",3631
5881,Relais poste commerçant,369 RUE DU BUGEY,1200,CHATILLON EN MICHAILLE,"46,11477667","5,783435424",3631
5882,Bureau de Poste,1 RUE GUSTAVE DELORY,59980,BERTRY,"50,08782779","3,439994103",3631
5883,Bureau de Poste,9 PLACE GAMBETTA,59540,BETHENCOURT,"50,13579241","3,430935913",3631
5884,Bureau de Poste,1 RUE GUSTAVE DELORY,59192,BEUVRAGES,"50,386395","3,506467",3631
5885,Bureau de Poste,8 RUE DE LA POSTE,59910,BONDUES,"50,704192","3,093209",3631
5886,Bureau de Poste,44 RUE ANATOLE FRANCE,59168,BOUSSOIS,"50,2888","4,045259",3631
5887,Bureau de Poste,10 AVENUE DU GENERAL DE GAULLE,59123,BRAY DUNES,"51,070092","2,51628",3631
5888,Bureau de Poste,16 RUE DE CAMBRAI,59169,CANTIN,"50,311871","3,123615",3631
5889,Bureau de Poste,RUE DES ARTS,59180,CAPPELLE LA GRANDE,"50,997297","2,365507",3631
5890,Relais poste commerçant,8 GRAND PLACE,59244,CARTIGNIES,"50,093157","3,844709",3631
5891,Bureau de Poste,22 RUE ROGER SALENGRO,59540,CAUDRY,"50,1236","3,408577",3631
5892,Relais poste commerçant,15 RUE DE HAYE,52220,RIVES DERVOISES,"48,51575766","4,699442922",3631
5893,Bureau de Poste,46 RUE PASTEUR,59560,COMINES,"50,762995","3,00709",3631
5894,Bureau de Poste,100 RUE HENRI GHESQUIERE,59210,COUDEKERQUE BRANCHE,"51,0196","2,3873",3631
5895,Bureau de Poste,23 RUE DE LA GARE,59170,CROIX,"50,674495","3,145427",3631
5896,Bureau de Poste,49 RUE SUZANNE LANOY,59553,CUINCY,"50,382791","3,047017",3631
5897,Agence postale communale,RUE DU PRE BOTIN,77160,PROVINS,"48,54598359","3,293879497",3631
5898,Agence postale communale,1 PLACE STROH,59440,DOURLERS,"50,175325","3,936894",3631
5899,Bureau de Poste,55 RUE DU PRESIDENT POINCARE,59140,DUNKERQUE,"51,035174","2,381643",3631
5900,Agence postale communale,4 RUE AUGUSTE POTIE,59320,EMMERIN,"50,593393","3,000606",3631
5901,Agence postale communale,PLACE EUGENE THOMAS,59530,ENGLEFONTAINE,"50,191924","3,642885",3631
5902,Bureau de Poste,27 PLACE GAMBETTA,59124,ESCAUDAIN,"50,334092","3,343528",3631
5903,Bureau de Poste,22 RUE JEAN JAURES,59278,ESCAUTPONT,"50,423693","3,563284",3631
5904,Bureau de Poste,4 RUE LOUIS CHANTREAU,59247,FECHAIN,"50,265341","3,210622",3631
5905,Agence postale communale,4 RUE DE LA MAIRIE,59680,FERRIERE LA PETITE,"50,239196","4,022497",3631
5906,Bureau de Poste,10 RUE AU VENT,59236,FRELINGHIEN,"50,712446","2,933278",3631
5907,Bureau de Poste,49 RUE JEAN BAPTISTE LEBAS,59273,FRETIN,"50,558299","3,145087",3631
5908,Relais poste commerçant,8 RUE DURIEZ,59242,GENECH,"50,530735","3,222764",3631
5909,Agence postale communale,17 RUE DU GENERAL DE GAULLE,59132,GLAGEON,"50,05794","4,074499",3631
5910,Bureau de Poste,PLACE DE LA MAIRIE,59231,GOUZEAUCOURT,"50,054595","3,124119",3631
5911,Bureau de Poste,19 RUE SADI CARNOT,59320,HAUBOURDIN,"50,610896","2,983469",3631
5912,Bureau de Poste,13 PLACE DE LA REPUBLIQUE,59199,HERGNIES,"50,473801","3,523204",3631
5913,Bureau de Poste,94 PLACE DU VILLAGE,59470,HERZEELE,"50,885828","2,531522",3631
5914,Bureau de Poste,12 BIS PLACE DU GENERAL DE GAULLE,59122,HONDSCHOOTE,"50,981191","2,587015",3631
5915,Bureau de Poste,203 AVENUE DU MARECHAL LECLERC,59130,LAMBERSART,"50,650492","3,028228",3631
5916,Bureau de Poste,15 GRAND PLACE,59259,LECLUSE,"50,277793","3,041266",3631
5917,Agence postale communale,20 RUE DU MARECHAL FOCH,59740,LIESSIES,"50,11676337","4,082175068",3631
5918,Bureau de Poste,8 PLACE DE LA REPUBLIQUE,59000,LILLE,"50,630994","3,060566",3631
5919,Bureau de Poste,62 AVENUE DE LA REPUBLIQUE,59160,LILLE,"50,639692","3,013507",3631
5920,Bureau de Poste,65 RUE EMILE ZOLA,59156,LOURCHES,"50,314408","3,35398",3631
5921,Bureau de Poste,PLACE DE L EGLISE,59720,LOUVROIL,"50,267394","3,953768",3631
5922,Bureau de Poste,7 RUE DES FRERES ROUCHEAU,59164,MARPENT,"50,2921","4,080554",3631
5923,Bureau de Poste,11 AVENUE ROBERT SCHUMAN,59370,MONS EN BAROEUL,"50,642399","3,107539",3631
5924,Agence postale communale,4 AVENUE DE FLANDRE,59190,MORBECQUE,"50,69362","2,517558",3631
5925,Bureau de Poste,104 RUE LEON BLUM,59150,WATTRELOS,"50,7035","3,2353",3631
5926,Agence postale communale,PLACE ALEXANDRE GRATTE,59139,NOYELLES LES SECLIN,"50,576235","3,017975",3631
5927,Bureau de Poste,274 RUE JEAN JAURES,59264,ONNAING,"50,3868","3,601504",3631
5928,Agence postale communale,15 LA PLACE,59284,PITGAM,"50,927592","2,33044",3631
5929,Bureau de Poste,6 RUE PASTEUR,59218,POIX DU NORD,"50,19024","3,610124",3631
5930,Bureau de Poste,173 RUE NATIONALE,59710,PONT A MARCQ,"50,523063","3,113445",3631
5931,Relais poste commerçant,29 LA PLACE,59550,PRISCHES,"50,07826","3,77032",3631
5932,Bureau de Poste,PLACE GILBERT HENRY,59172,ROEULX,"50,306669","3,33425",3631
5933,Bureau de Poste,2 RUE DES ARTS,59223,RONCQ,"50,753192","3,121889",3631
5934,Bureau de Poste,403 RUE JEAN JAURES,59286,ROOST WARENDIN,"50,420734","3,110366",3631
5935,Bureau de Poste,9 RUE DE LA MAIRIE,59131,ROUSIES,"50,2725","4,005447",3631
5936,Agence postale communale,RUE DE L EGLISE,59188,ST AUBERT,"50,20585979","3,416351135",3631
5937,Agence postale communale,5 RUE D HONDEGHEM,59114,ST SYLVESTRE CAPPEL,"50,775896","2,553159",3631
5938,Bureau de Poste,21 BOULEVARD JOSEPH HENTGES,59113,SECLIN,"50,551198","3,03052",3631
5939,Bureau de Poste,215 RUE DE VERDUN,59450,SIN LE NOBLE,"50,363892","3,112616",3631
5940,Bureau de Poste,19 GRAND RUE,59740,SOLRE LE CHATEAU,"50,174519","4,08928",3631
5941,Bureau de Poste,13 RUE DE POPERINGHE,59114,STEENVOORDE,"50,809593","2,584669",3631
5942,Bureau de Poste,2 PLACE DU MARCHE AUX HERBES,59300,VALENCIENNES,"50,359388","3,523184",3631
5943,Relais poste commerçant,72 RUE DESTAIRES,59232,VIEUX BERQUIN,"50,690729","2,646251",3631
5944,Agence postale communale,PLACE DU 8 MAI 1945,59297,VILLERS GUISLAIN,"50,04018991","3,155105826",3631
5945,Bureau de Poste,2 RUE FAIDHERBE,59127,WALINCOURT SELVIGNY,"50,069548","3,335621",3631
5946,Bureau de Poste,68 PLACE DE LA REPUBLIQUE,59143,WATTEN,"50,834094","2,211236",3631
5947,Bureau de Poste,2 RUE DE LA GENDARMERIE,59150,WATTRELOS,"50,700494","3,214659",3631
5948,Agence postale communale,1 RUE DE LA DEULE,59272,DON,"50,54727","2,920894",3631
5949,Bureau de Poste,1 AVENUE DE KAARST,59110,LA MADELEINE,"50,645295","3,075417",3631
5950,Bureau de Poste,9 RUE DE VERSAILLES,59650,VILLENEUVE D ASCQ,"50,614886","3,128892",3631
5951,Bureau de Poste,SQUARE GLADBECK,59700,MARCQ EN BAROEUL,"50,6521","3,096739",3631
5952,Bureau de Poste,SQUARE DANIELLE CASANOVA,59450,SIN LE NOBLE,"50,34391766","3,098956677",3631
5953,Bureau de Poste,123 RUE PIERRE LEGRAND,59000,LILLE,"50,632795","3,089478",3631
5954,Bureau de Poste,33 AVENUE DU PEUPLE BELGE,59000,LILLE,"50,644699","3,060877",3631
5955,Bureau de Poste,195 RUE DU FAUBOURG DE ROUBAIX,59000,LILLE,"50,642395","3,087718",3631
5956,Bureau de Poste,71 RUE CAMILLE GUERIN,59500,DOUAI,"50,377398","3,068509",3631
5957,Bureau de Poste,349 CHAUSSEE DENIS PAPIN,59200,TOURCOING,"50,728392","3,137369",3631
5958,Bureau de Poste,64 RUE EDOUARD VAILLANT,59135,WALLERS,"50,377932","3,424369",3631
5959,Agence postale communale,201 RUE EMILE VERHAEREN,59600,MAUBEUGE,"50,28912571","3,965795337",3631
5960,Relais poste commerçant,19 RUE PRINCIPALE,60220,ABANCOURT,"49,696403","1,764371",3631
5961,Agence postale communale,8 RUE DE LA LIBERATION,60620,ACY EN MULTIEN,"49,1019","2,9549",3631
5962,Bureau de Poste,16 PLACE DE LA REPUBLIQUE,60600,FITZ JAMES,"49,390004","2,430251",3631
5963,Agence postale communale,PLACE DE LA MAIRIE,60120,ANSAUVILLERS,"49,5651","2,3838",3631
5964,Relais poste commerçant,18 RUE DE MONTDIDIER,60120,BACOUEL,"49,627861","2,384312",3631
5965,Agence postale communale,11 GRAND PLACE,60310,BEAULIEU LES FONTAINES,"49,658899","2,913466",3631
5966,Bureau de Poste,1 RUE GAMBETTA,60000,BEAUVAIS,"49,432391","2,0844",3631
5967,Bureau de Poste,RUE FRANCOIS TRUFFAUT,60230,CHAMBLY,"49,156596","2,257695",3631
5968,Agence postale communale,5 BIS RUE VILLE,60120,BONNEUIL LES EAUX,"49,677699","2,23532",3631
5969,Bureau de Poste,124 RUE PILLON CROUZET,60250,BURY,"49,313968","2,342965",3631
